,id,Statement,Image,Web,Category,Date,Label,clean,clean_joined
19894,22092,Coronavirus outbreak: India closely monitoring situation in China; students ÔtrappedÕ in Wuhan,https://www.thestatesman.com/wp-content/uploads/2020/01/CORONAVIRUS-1.jpg,THESTATESMAN,COVID-19,Jan-20,TRUE,"['coronavirus', 'outbreak', 'india', 'closely', 'monitoring', 'situation', 'china', 'students', 'ôtrappedõ', 'wuhan']",coronavirus outbreak india closely monitoring situation china students ôtrappedõ wuhan
46819,52949,Fact Check: Old tampered video of Muharram goes viral with anti-RSS slogan. Fact Check: Video of Pakistani protestors uprooting saplings go viral with a radical Islamic spin,https://www.thestatesman.com/wp-content/uploads/2020/04/modi-gam.jpg,AUGMENT,VIOLENCE,,Fake,"['fact', 'check', 'old', 'tampered', 'video', 'muharram', 'goes', 'viral', 'anti', 'rss', 'slogan', 'fact', 'check', 'video', 'pakistani', 'protestors', 'uprooting', 'saplings', 'viral', 'radical', 'islamic', 'spin']",fact check old tampered video muharram goes viral anti rss slogan fact check video pakistani protestors uprooting saplings viral radical islamic spin
48816,47490,Invest in Lok Sabha MPs for Guaranteed Returns!, https://www.wahsarkar.com/wp-content/uploads/2012/07/1000.jpg,AUGMENT,COVID-19,,Fake,"['invest', 'lok', 'sabha', 'mps', 'guaranteed', 'returns']",invest lok sabha mps guaranteed returns
4873,38911,Indian Mainstream News Peddles Video Claiming Abu Dhabi Crown Prince...,https://boomlive.in/wp-content/uploads/2018/02/times-now-crown-prince-600.jpg,BOOMLIVE,VIOLENCE,18-Feb,Fake,"['indian', 'mainstream', 'news', 'peddles', 'video', 'claiming', 'abu', 'dhabi', 'crown', 'prince']",indian mainstream news peddles video claiming abu dhabi crown prince
25833,28756,Modi scared of Chinas Xi Jinping: Rahul Gandhi targets govt over Masood Azhar,https://static.theprint.in/wp-content/uploads/2019/02/Rahul-Gandhi-324x235.jpeg,THEPRINT,ELECTION,Feb-19,TRUE,"['modi', 'scared', 'china', 'jinping', 'rahul', 'gandhi', 'targets', 'govt', 'masood', 'azhar']",modi scared china jinping rahul gandhi targets govt masood azhar
25394,1222,Parliament to take several major decisions in Monsoon Session: PM,https://www.thestatesman.com/wp-content/uploads/2020/09/pm-1.jpg,THESTATESMAN,POLITICS,Sep-20,TRUE,"['parliament', 'major', 'decisions', 'monsoon', 'session']",parliament major decisions monsoon session
31566,39685,Did Indian millionaire celebrate Modiâs victory by throwing $5 bills in New York? Fact Check,https://digiteye.in/wp-content/uploads/2019/05/money-throw-300x160.jpg,DIGITEYE,COVID-19,19-May,Fake,"['indian', 'millionaire', 'celebrate', 'modiâ', 'victory', 'throwing', 'bills', 'new', 'york', 'fact', 'check']",indian millionaire celebrate modiâ victory throwing bills new york fact check
7226,35186,"Not just one BJP MLA, ï¿½Lalu Yadav tried to get Sushil Modi to switch over from NDAï¿½",https://static.theprint.in/wp-content/uploads/2020/11/WhatsApp-Image-2020-11-25-at-20.48.37-324x235.jpeg,THEPRINT,GOVERNMENT,Nov-20,TRUE,"['bjp', 'mla', '½lalu', 'yadav', 'tried', 'sushil', 'modi', 'switch', 'ndaï']",bjp mla ½lalu yadav tried sushil modi switch ndaï
28621,46231,Fact Check: This picture is not from a drill conducted by..., https://newsmobile.in/wp-content/uploads/2019/08/PM-MODI_ABU_DHABI_FAKE.jpg,AUGMENT,VIOLENCE,,Fake,"['fact', 'check', 'picture', 'drill', 'conducted']",fact check picture drill conducted
22911,5559,"Madhya Pradesh bypolls: Kamal Nath refers to BJP nominee as ÔitemÕ, BJP complains to EC","https://images.indianexpress.com/2020/10/kamal-nath.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE,"['madhya', 'pradesh', 'bypolls', 'kamal', 'nath', 'refers', 'bjp', 'nominee', 'ôitemõ', 'bjp', 'complains']",madhya pradesh bypolls kamal nath refers bjp nominee ôitemõ bjp complains
38413,55546,"Fact Check: Dabangg-3 fame Javed Hyder is not selling vegetables for living, due to lockdown.Fact check: Are pictures of rush in MJ Market, Jambagh during lockdown old?",https://www.thestatesman.com/wp-content/uploads/2020/02/QT-vikram-misri.jpg,AUGMENT,COVID-19,,Fake,"['fact', 'check', 'dabangg', 'fame', 'javed', 'hyder', 'selling', 'vegetables', 'living', 'lockdown', 'fact', 'check', 'pictures', 'rush', 'market', 'jambagh', 'lockdown', 'old']",fact check dabangg fame javed hyder selling vegetables living lockdown fact check pictures rush market jambagh lockdown old
10913,21474,"Moulvis, monks step in to educate people about protection from coronavirus",https://www.thestatesman.com/wp-content/uploads/2020/03/QT-Moulvis-monks-step-in-to-educate-people-about-protection-from-coronavirus.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE,"['moulvis', 'monks', 'step', 'educate', 'people', 'protection', 'coronavirus']",moulvis monks step educate people protection coronavirus
46760,35378,"Jaswant Singh ï¿½ communicator, crisis manager, man of letters and a student of history",https://static.theprint.in/wp-content/uploads/2020/09/Jaswant-324x235.jpeg,THEPRINT,GOVERNMENT,Sep-20,TRUE,"['jaswant', 'singh', 'communicator', 'crisis', 'manager', 'man', 'letters', 'student', 'history']",jaswant singh communicator crisis manager man letters student history
26211,2136,Over 3000 COVID-19 samples tested at CSIR-NEERI,https://www.thestatesman.com/wp-content/uploads/2020/06/QT-CSIR-NEERI.jpg,THESTATESMAN,COVID-19,Jun-20,TRUE,"['covid', 'samples', 'tested', 'csir', 'neeri']",covid samples tested csir neeri
23040,22073,Nirbhaya convict Mukesh Kumar Singh challenges rejection of mercy petition in Supreme Court,https://www.thestatesman.com/wp-content/uploads/2020/01/nirbhaya-2.jpg,THESTATESMAN,TERROR,Jan-20,TRUE,"['nirbhaya', 'convict', 'mukesh', 'kumar', 'singh', 'challenges', 'rejection', 'mercy', 'petition', 'supreme', 'court']",nirbhaya convict mukesh kumar singh challenges rejection mercy petition supreme court
45486,36744,"BJPï¿½s anti-farmer policies led to Hindi heartland loss, says farmers body",https://static.theprint.in/wp-content/uploads/2017/11/TalkPoint-picture-e1544530791781-324x235.jpg,THEPRINT,GOVERNMENT,Nov-17,TRUE,"['bjpï', 'anti', 'farmer', 'policies', 'led', 'hindi', 'heartland', 'loss', 'says', 'farmers', 'body']",bjpï anti farmer policies led hindi heartland loss says farmers body
29809,40387,Fact Check: Did KTR and TPCC President meet in context of Huzurnagar by-elections?,https://newsmeter.in/wp-content/uploads/2019/09/ktr-uttam-reddy-fact-check-2-300x220.png,NEWSMETER,GOVERNMENT,19-Sep,Fake,"['fact', 'check', 'ktr', 'tpcc', 'president', 'meet', 'context', 'huzurnagar', 'elections']",fact check ktr tpcc president meet context huzurnagar elections
47399,38145,Fact Check: Viral claim of elderly Brahmin man being stripped and humiliated is wrong,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/picture_0-170x96.png?0U7_wRHMYGkmBxxhmd4sSJab1Q13jeDa,INDIATODAY,VIOLENCE,19-Jun,Fake,"['fact', 'check', 'viral', 'claim', 'elderly', 'brahmin', 'man', 'stripped', 'humiliated', 'wrong']",fact check viral claim elderly brahmin man stripped humiliated wrong
14042,3916,"In Jammu, DDC polls bring hope, a sense of belonging","https://images.indianexpress.com/2020/11/JK-DDC-polls.jpg?resize=450,254",INDIANEXPRESS,ELECTION,Nov-20,TRUE,"['jammu', 'ddc', 'polls', 'bring', 'hope', 'sense', 'belonging']",jammu ddc polls bring hope sense belonging
42933,54725,"Fact Check: Is Bhagavad Gita Not Allowed In Schools Under Article 30(A) Of Indian Constitution?. Fact Check: No, Article 30 is not about teaching Bhagavad Gita or Quran in schools",https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/11/2020_11$smallthumbimg_220846137.JPG,AUGMENT,COVID-19,,Fake,"['fact', 'check', 'bhagavad', 'gita', 'allowed', 'schools', 'article', 'indian', 'constitution', 'fact', 'check', 'article', 'teaching', 'bhagavad', 'gita', 'quran', 'schools']",fact check bhagavad gita allowed schools article indian constitution fact check article teaching bhagavad gita quran schools
21074,46380,Fake Tweet Of Aishwarya Rai Bachchan On #MeToo Goes Viral, https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1756501783.jpg,AUGMENT,GOVERNMENT,,Fake,"['fake', 'tweet', 'aishwarya', 'rai', 'bachchan', 'metoo', 'goes', 'viral']",fake tweet aishwarya rai bachchan metoo goes viral
32021,16952,Former Spl Metropolitan Magistrate gets 5-year jail in bribery case,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_1291570923.jpg,TRIBUNEINDIA,GOVERNMENT,Nov-20,TRUE,"['spl', 'metropolitan', 'magistrate', 'gets', 'year', 'jail', 'bribery', 'case']",spl metropolitan magistrate gets year jail bribery case
39256,25435,Lebanon's capital city rocked by explosion,https://cdn.cnn.com/cnnnext/dam/assets/200804164055-02-beirut-explosion-0804-super-tease.jpg,CNN,POLITICS,Aug-20,TRUE,"['lebanon', 'capital', 'city', 'rocked', 'explosion']",lebanon capital city rocked explosion
11954,22040,Andhra Pradesh Assembly unanimously passes resolution to abolish state Legislative Council,https://www.thestatesman.com/wp-content/uploads/2020/01/AP.jpg,THESTATESMAN,ELECTION,Jan-20,TRUE,"['andhra', 'pradesh', 'assembly', 'unanimously', 'passes', 'resolution', 'abolish', 'state', 'legislative', 'council']",andhra pradesh assembly unanimously passes resolution abolish state legislative council
8084,21703,Manish Sisodia meets Union Finance Minister to discuss share in Central taxes,https://www.thestatesman.com/wp-content/uploads/2020/02/ms.jpg,THESTATESMAN,ELECTION,Feb-20,TRUE,"['manish', 'sisodia', 'meets', 'union', 'finance', 'minister', 'discuss', 'share', 'central', 'taxes']",manish sisodia meets union finance minister discuss share central taxes
27691,33900,Delhi government to provide accommodation to doctors battling against COVID-19 in Hotel Lalit,https://www.thestatesman.com/wp-content/uploads/2020/03/doc-1.jpg,THESTATEMAN,VIOLENCE,Mar-20,TRUE,"['delhi', 'government', 'provide', 'accommodation', 'doctors', 'battling', 'covid', 'hotel', 'lalit']",delhi government provide accommodation doctors battling covid hotel lalit
21038,13362,CanÛªt expect poor patients to give proof for free treatment: HC,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_749203949.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE,"['ûªt', 'expect', 'poor', 'patients', 'proof', 'free', 'treatment']",ûªt expect poor patients proof free treatment
42833,53065,"Fake alert! RBI didn?t introduce new Rs 1,000 note; here?s the.... This viral message about the fake and real Rs 500 currency...",https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/12/2020_12$smallthumbimg_784762976.JPG,AUGMENT,COVID-19,,Fake,"['fake', 'alert', 'rbi', 'introduce', 'new', 'note', 'viral', 'message', 'fake', 'real', 'currency']",fake alert rbi introduce new note viral message fake real currency
55609,56629,Fact Check: Fake news of Pakistan pilot urinating in F-16 cockpit shared as Dawn report,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/Cover_Image__4_-170x96.jpeg?hbh97CIGxYJjWwj1ojiZfHL4KLerFzb_,INDIATODAY,POLITICS,1-2021,Fake,"['fact', 'check', 'fake', 'news', 'pakistan', 'pilot', 'urinating', 'cockpit', 'shared', 'dawn', 'report']",fact check fake news pakistan pilot urinating cockpit shared dawn report
97,56380,Fact Check: Hereï¿½s the truth behind this picture of Asaduddin Owaisi...,https://newsmobile.in/wp-content/uploads/2020/08/AO_FAKE_.jpg,NEWSMOBILE,TRAD,Aug-20,Fake,"['fact', 'check', 'hereï', 'truth', 'picture', 'asaduddin', 'owaisi']",fact check hereï truth picture asaduddin owaisi
19097,19283,Early procurement of paddy in all remaining States from today,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_409529436.jpg,TRIBUNEINDIA,GOVERNMENT,Sep-20,TRUE,"['early', 'procurement', 'paddy', 'remaining', 'states', 'today']",early procurement paddy remaining states today
53145,20916,ÔSurplus rice produced will be used to manufacture sanitisersÕ: Govt amid lockdown,https://www.thestatesman.com/wp-content/uploads/2020/04/rice.jpg,THESTATESMAN,TERROR,Apr-20,TRUE,"['ôsurplus', 'rice', 'produced', 'manufacture', 'sanitisersõ', 'govt', 'amid', 'lockdown']",ôsurplus rice produced manufacture sanitisersõ govt amid lockdown
24746,14677,57 pc worried of high-priced COVID-19 treatment in IndiaÛªs pvt hospitals: Survey,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1196165271.JPG,TRIBUNEINDIA,COVID-19,May-20,TRUE,"['worried', 'high', 'priced', 'covid', 'treatment', 'india', 'ûªs', 'pvt', 'hospitals', 'survey']",worried high priced covid treatment india ûªs pvt hospitals survey
2261,56713,Fact Check: Viral video of Mexico earthquake is 2 years old,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201910/mexico_earthquake_viral_video-170x96.jpeg?O44AuZFBmbdZAXOuk.hWfUOPc4NCQn9a,INDIATODAY,MISLEADING,10-2019,Fake,"['fact', 'check', 'viral', 'video', 'mexico', 'earthquake', 'years', 'old']",fact check viral video mexico earthquake years old
12940,56405,Fact Check: Was Hizbul Mujahideen terrorist Riyaz Naikoo a doctor? Hereï¿½s...,https://newsmobile.in/wp-content/uploads/2020/05/Screenshot-907.jpg,NEWSMOBILE,TRAD,May-20,Fake,"['fact', 'check', 'hizbul', 'mujahideen', 'terrorist', 'riyaz', 'naikoo', 'doctor', 'hereï']",fact check hizbul mujahideen terrorist riyaz naikoo doctor hereï
53019,16403,Karnataka likely to impose curbs on new year celebrations,https://cmsimages.tribuneindia.com/gallary_content/2020/12/2020_12$smallthumbimg_1763561705.jpg,TRIBUNEINDIA,GOVERNMENT,Dec-20,TRUE,"['karnataka', 'likely', 'impose', 'curbs', 'new', 'year', 'celebrations']",karnataka likely impose curbs new year celebrations
7868,21588,"Oppn Ôfomenting riotsÕ, CAA meant to give citizenship not take it away: Amit Shah in Odisha",https://www.thestatesman.com/wp-content/uploads/2020/02/Shah-1.jpg,THESTATESMAN,TERROR,Feb-20,TRUE,"['oppn', 'ôfomenting', 'riotsõ', 'caa', 'meant', 'citizenship', 'away', 'amit', 'shah', 'odisha']",oppn ôfomenting riotsõ caa meant citizenship away amit shah odisha
42742,28071,"Numbers dont matter, well give tough time to Modi govt in Parliament, opposition says",https://static.theprint.in/wp-content/uploads/2019/06/WhatsApp-Image-2019-06-16-at-6.47.15-PM-1-324x235.jpeg,THEPRINT,ELECTION,Jun-19,TRUE,"['numbers', 'matter', 'tough', 'time', 'modi', 'govt', 'parliament', 'opposition', 'says']",numbers matter tough time modi govt parliament opposition says
52309,9892,Air Chief Marshal reviews IAFÛªs operational preparedness in eastern sector,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1953152763.jpg,TRIBUNEINDIA,COVID-19,Sep-20,TRUE,"['air', 'chief', 'marshal', 'reviews', 'iaf', 'ûªs', 'operational', 'preparedness', 'eastern', 'sector']",air chief marshal reviews iaf ûªs operational preparedness eastern sector
7853,46383,Old video from Bihar falsely shared as woman assaulted by RSS workers, https://static.theprint.in/wp-content/uploads/2018/09/PC_George_1-1-324x235.jpeg,AUGMENT,VIOLENCE,,Fake,"['old', 'video', 'bihar', 'falsely', 'shared', 'woman', 'assaulted', 'rss', 'workers']",old video bihar falsely shared woman assaulted rss workers
55122,10782,Pakistan army chief in S Arabia over Kashmir tension,https://cmsimages.tribuneindia.com/gallary_content/2020/8/Desk/2020_8$smallthumbimg_1241572046.jpg,TRIBUNEINDIA,TERROR,Aug-20,TRUE,"['pakistan', 'army', 'chief', 'arabia', 'kashmir', 'tension']",pakistan army chief arabia kashmir tension
50121,39573,"Gujaratis mistreated BJP workers, but viral video blames Rohingya Muslims & Bangladeshis",https://d2c7ipcroan06u.cloudfront.net/wp-content/uploads/2020/07/clip-324x235.jpg,THEPRINT,VIOLENCE,20-Jul,Fake,"['gujaratis', 'mistreated', 'bjp', 'workers', 'viral', 'video', 'blames', 'rohingya', 'muslims', 'bangladeshis']",gujaratis mistreated bjp workers viral video blames rohingya muslims bangladeshis
51934,30989,Modi to head panel to commemorate 125th birth anniversary of Netaji Subhas Chandra Bose,https://static.theprint.in/wp-content/uploads/2021/01/1x-1-2-2-768x432-1-324x235.jpg,THEPRINT,POLITICS,Jan-21,TRUE,"['modi', 'head', 'panel', 'commemorate', 'birth', 'anniversary', 'netaji', 'subhas', 'chandra', 'bose']",modi head panel commemorate birth anniversary netaji subhas chandra bose
17030,31262,"44% rural Indians willing to pay for vaccine, 51% say Covid Chinese conspiracy, survey finds",https://static.theprint.in/wp-content/uploads/2020/08/Bharuch-lead-324x235.jpeg,THEPRINT,COVID-19,Aug-20,TRUE,"['rural', 'indians', 'willing', 'pay', 'vaccine', 'covid', 'chinese', 'conspiracy', 'survey', 'finds']",rural indians willing pay vaccine covid chinese conspiracy survey finds
3982,2628,"Madras HC declares JayalalithaaÛªs nephew and niece as Class II legal heirs of her estate, assets worth 900 cr",https://www.thestatesman.com/wp-content/uploads/2020/05/QT-Jayalalithaa.jpg,THESTATESMAN,TERROR,May-20,TRUE,"['madras', 'declares', 'jayalalithaa', 'ûªs', 'nephew', 'niece', 'class', 'legal', 'heirs', 'estate', 'assets', 'worth']",madras declares jayalalithaa ûªs nephew niece class legal heirs estate assets worth
2077,49936,"20 Countries Had Reported COVID-19 Cases When India Was Screening Passengers From Only China, Hong Kong. 20 Countries With Most COVID-19 Cases Have Conducted 28X Tests That India Has"," https://images.indianexpress.com/2020/08/air-india-2.jpg?resize=450,250",AUGMENT,COVID-19,,Fake,"['countries', 'reported', 'covid', 'cases', 'india', 'screening', 'passengers', 'china', 'hong', 'kong', 'countries', 'covid', 'cases', 'conducted', 'tests', 'india']",countries reported covid cases india screening passengers china hong kong countries covid cases conducted tests india
4136,53025,FAKE Alert: 24-hour lockdown is NOT being imposed in Telangana after.... Viral Message Claiming 10-Year Jail Term For Attack On Christians Is...,https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/12/2020_12$smallthumbimg_43031927.JPG,AUGMENT,MISLEADING,,Fake,"['fake', 'alert', 'hour', 'lockdown', 'imposed', 'telangana', 'viral', 'message', 'claiming', 'year', 'jail', 'term', 'attack', 'christians']",fake alert hour lockdown imposed telangana viral message claiming year jail term attack christians
33996,18654,"Maharashtra leader Eknath Khadse resigns from BJP, to join NCP",https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1762817207.jpg,TRIBUNEINDIA,ELECTION,Oct-20,TRUE,"['maharashtra', 'leader', 'eknath', 'khadse', 'resigns', 'bjp', 'join', 'ncp']",maharashtra leader eknath khadse resigns bjp join ncp
30090,31011,Amarinder Singh launches scheme for free sanitary pads to schoolgirls in Punjab,https://static.theprint.in/wp-content/uploads/2020/10/Amarinder-324x235.jpg,THEPRINT,GOVERNMENT,Oct-20,TRUE,"['amarinder', 'singh', 'launches', 'scheme', 'free', 'sanitary', 'pads', 'schoolgirls', 'punjab']",amarinder singh launches scheme free sanitary pads schoolgirls punjab
38679,43185,Arvind Kejriwal didnt fly to Islamabad to congratulate Imran Khan,https://newsmobile.in/wp-content/uploads/2018/07/Kejriwal_Imran.jpg,NEWSMOBILE,GOVERNMENT,18-Jul,Fake,"['arvind', 'kejriwal', 'fly', 'islamabad', 'congratulate', 'imran', 'khan']",arvind kejriwal fly islamabad congratulate imran khan
18324,19729,MP Cabinet clears ordinance on anti-conversion law,https://www.thestatesman.com/wp-content/uploads/2020/06/marriage-1.jpg,THESTATESMAN,TERROR,Jun-20,TRUE,"['cabinet', 'clears', 'ordinance', 'anti', 'conversion', 'law']",cabinet clears ordinance anti conversion law
44241,20938,At least 100 buses return to UP with students stranded in Rajasthan; evacuees to be screened,https://www.thestatesman.com/wp-content/uploads/2020/04/buses.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE,"['buses', 'return', 'students', 'stranded', 'rajasthan', 'evacuees', 'screened']",buses return students stranded rajasthan evacuees screened
18100,29469,PM Modi admitted to theft in govts affidavit to Supreme Court on Rafale: Rahul Gandhi,https://static.theprint.in/wp-content/uploads/2018/10/rahul-gandhi-pti-324x235.jpg,THEPRINT,VIOLENCE,Oct-18,TRUE,"['modi', 'admitted', 'theft', 'govt', 'affidavit', 'supreme', 'court', 'rafale', 'rahul', 'gandhi']",modi admitted theft govt affidavit supreme court rafale rahul gandhi
23706,3952,"Sebi bars NDTV promoters, others in insider trading case; company to appeal","https://images.indianexpress.com/2017/07/prannoy-roy-1200.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Jul-17,TRUE,"['sebi', 'bars', 'ndtv', 'promoters', 'insider', 'trading', 'case', 'company', 'appeal']",sebi bars ndtv promoters insider trading case company appeal
19846,35433,"Modi govt pursuing ï¿½Atma Samarpan Bharatï¿½ by privatising govt entities, PSUs, says Yechury",https://static.theprint.in/wp-content/uploads/2018/04/2018_4img19_Apr_2018_PTI4_19_2018_000134B-1-e1599304348684-324x235.jpg,THEPRINT,ELECTION,Apr-18,TRUE,"['modi', 'govt', 'pursuing', '½atma', 'samarpan', 'bharatï', 'privatising', 'govt', 'entities', 'psus', 'says', 'yechury']",modi govt pursuing ½atma samarpan bharatï privatising govt entities psus says yechury
50677,39311,BJP Attempts A Hostile Takeover Of Adobe Systems,https://d2c7ipcroan06u.cloudfront.net/wp-content/uploads/2018/07/Shanghai-bridge-324x235.jpg,THEPRINT,VIOLENCE,18-Jul,Fake,"['bjp', 'attempts', 'hostile', 'takeover', 'adobe', 'systems']",bjp attempts hostile takeover adobe systems
38968,15652,Stranded Indians to be evacuated from 31 countries in second phase of Û÷Vande Bharat MissionÛª,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1914528297.jpg,TRIBUNEINDIA,COVID-19,May-20,TRUE,"['stranded', 'indians', 'evacuated', 'countries', 'second', 'phase', 'vande', 'bharat', 'mission']",stranded indians evacuated countries second phase vande bharat mission
48442,23638,Muslims make submission on moulding of relief in Ayodhya case,https://www.thestatesman.com/wp-content/uploads/2019/10/supreme-2-1.jpg,THESTATESMAN,TERROR,Oct-19,TRUE,"['muslims', 'submission', 'moulding', 'relief', 'ayodhya', 'case']",muslims submission moulding relief ayodhya case
33282,35435,India only country not reaping lockdown strategy benefits ï¿½ Chidambaram attacks Modi govt,https://static.theprint.in/wp-content/uploads/2019/08/Chidambaram4-324x235.jpg,THEPRINT,ELECTION,Aug-19,TRUE,"['india', 'country', 'reaping', 'lockdown', 'strategy', 'benefits', 'chidambaram', 'attacks', 'modi', 'govt']",india country reaping lockdown strategy benefits chidambaram attacks modi govt
3009,3543,"2 deaths, 98 new cases reported in UT","https://images.indianexpress.com/2020/12/covid-5.jpg?resize=450,250",INDIANEXPRESS,COVID-19,Dec-20,TRUE,"['deaths', 'new', 'cases', 'reported']",deaths new cases reported
12145,46349,"Fact Check: School Confirms Jamia Shooter's Enrollment, Authenticity Of Marksheet", https://static.theprint.in/wp-content/uploads/2018/03/CUqu1DSVAAEMYA5-324x235.jpg,AUGMENT,VIOLENCE,,Fake,"['fact', 'check', 'school', 'confirms', 'jamia', 'shooter', 'enrollment', 'authenticity', 'marksheet']",fact check school confirms jamia shooter enrollment authenticity marksheet
9486,32031,India Inc Ready To Make Workplace More Inclusive For LGBT Individuals,https://bsmedia.business-standard.com/_media/bs/img/article/default/1180906/thumb-118090601274.jpg,BSMEDIA,COVID-19,Aug-18,TRUE,"['india', 'ready', 'workplace', 'inclusive', 'lgbt', 'individuals']",india ready workplace inclusive lgbt individuals
30297,51178,Was Narendra Modi Waving At An Empty Train?: A FactCheck,https://newsmobile.in/wp-content/uploads/2020/06/Screenshot-1026.jpg,AUGMENT,POLITICS,,Fake,"['narendra', 'modi', 'waving', 'train', 'factcheck']",narendra modi waving train factcheck
16972,50143,Fact Check: Netizens share Shikhar Dhawanâs cropped image to question BCCIâs patriotism,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/cover_pic_3-170x96.png?mzybnxzHT4EJjPL63KyDrZVb3FC6T87J,AUGMENT,GOVERNMENT,,Fake,"['fact', 'check', 'netizens', 'share', 'shikhar', 'dhawanâ', 'cropped', 'image', 'question', 'bcciâ', 'patriotism']",fact check netizens share shikhar dhawanâ cropped image question bcciâ patriotism
27490,4369,"Stolen from temple, bronze idols of Ram, Lakshman and Sita return to Tamil Nadu after four decades","https://images.indianexpress.com/2020/11/recovered-statues-tamil-nadu.jpg?resize=450,250",INDIANEXPRESS,TERROR,Nov-20,TRUE,"['stolen', 'temple', 'bronze', 'idols', 'ram', 'lakshman', 'sita', 'return', 'tamil', 'nadu', 'decades']",stolen temple bronze idols ram lakshman sita return tamil nadu decades
9465,25864,"Aliens Planning To Invade Gujarat With The Help Of Modiâs Opponents, Says Madhu Kishwar",https://teekhimirchi.in/wp-content/uploads/2015/09/Satellite-Image-of-Alien-spaceship-on-its-way-to-attack-Gujarat-2-326x245.jpg,WAHSARKAR,POLITICS,Sep-15,TRUE,"['aliens', 'planning', 'invade', 'gujarat', 'help', 'modiâ', 'opponents', 'says', 'madhu', 'kishwar']",aliens planning invade gujarat help modiâ opponents says madhu kishwar
53262,23840,Air Marshal SK Ghotia assumes command of SWAC,https://www.thestatesman.com/wp-content/uploads/2019/10/QT-Air-Marshal.jpg,THESTATESMAN,POLITICS,Oct-19,TRUE,"['air', 'marshal', 'ghotia', 'assumes', 'command', 'swac']",air marshal ghotia assumes command swac
41910,49198,Collage of two photos is not of an IAS 3rd rank holder Miss Revathi.Meet The Fake Accounts Impersonating Wing Commander Abhinandan..., https://www.thestatesman.com/wp-content/uploads/2020/08/QT-RK-Mathur-Lt-Governor-of-Ladakh.jpg,AUGMENT,GOVERNMENT,,Fake,"['collage', 'photos', 'ias', 'rank', 'holder', 'miss', 'revathi', 'meet', 'fake', 'accounts', 'impersonating', 'wing', 'commander', 'abhinandan']",collage photos ias rank holder miss revathi meet fake accounts impersonating wing commander abhinandan
43404,51156,IIT Postgraduate Arrested For Scamming People With Offers Of Free...,https://newsmobile.in/wp-content/uploads/2020/12/FOREIGN-ENVOYS-2.jpg,AUGMENT,COVID-19,,Fake,"['iit', 'postgraduate', 'arrested', 'scamming', 'people', 'offers', 'free']",iit postgraduate arrested scamming people offers free
45734,41819,Fact Check: Picture of housing project in Bangladesh shared as Mamatas scheme for slum dwellers,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/mamata-story-170x96.jpeg?abaopePjq3POIBCaXi6eGEepE8VS2Z9R,INDIATODAY,COVID-19,21-Feb,Fake,"['fact', 'check', 'picture', 'housing', 'project', 'bangladesh', 'shared', 'mamata', 'scheme', 'slum', 'dwellers']",fact check picture housing project bangladesh shared mamata scheme slum dwellers
1531,11214,"CentreÛªs Environment Impact Assessment draft Û÷disgracefulÛª, Û÷dangerousÛª: Rahul Gandhi",https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_1488684288.jpg,TRIBUNEINDIA,ELECTION,Aug-20,TRUE,"['centre', 'ûªs', 'environment', 'impact', 'assessment', 'draft', 'disgraceful', 'dangerous', 'rahul', 'gandhi']",centre ûªs environment impact assessment draft disgraceful dangerous rahul gandhi
3225,17507,Telangana HC directs state to ban firecrackers,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_1552060906.jpg,TRIBUNEINDIA,GOVERNMENT,Nov-20,TRUE,"['telangana', 'directs', 'state', 'ban', 'firecrackers']",telangana directs state ban firecrackers
26172,45567,"False claim: Prabhat Pheri taken out for the first time in 40 years in Srinagar, Kashmir", https://static.theprint.in/wp-content/uploads/2020/02/mamata-324x235.jpg,AUGMENT,MISLEADING,,Fake,"['false', 'claim', 'prabhat', 'pheri', 'taken', 'time', 'years', 'srinagar', 'kashmir']",false claim prabhat pheri taken time years srinagar kashmir
